"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USS0011R10S","PROMONTORY, AZ US","34.37","-111.01","2417.1","2013-04",,,"0","T","8",",",,,"24",",T,18,","12",",,T,09,",,,"1.60",",,T,09,","71",",T,29,",,,"4982","T",,,,,"2.00",",,,T",,,"48.2",",T","57.1",",,,T","39.4",",,,T",,,,,,,,,,,,
"USC00020586","BAGDAD, AZ US","34.5975","-113.1745","1199.4","2013-01",,,"0","7","0",",7","0",",7","11",",7,14,","0",",,7,31,+","0.1",",,7,29,","1.40",",,7,27,","70",",7,24,",,,"1889","7",,,,,"2.96",",,,7","0.1",",,,7","40.2",",7","54.5",",,,7","25.8",",,,7",,,,,,,,,,,,
"USC00020586","BAGDAD, AZ US","34.5975","-113.1745","1199.4","2013-02",,,"0","7","0",",7","0",",7","20",",7,13,","0",",T,7,21,+","0.2",",,7,09,","0.12",",,7,21,","71",",7,17,",,,"2545","7",,,,,"0.29",",,,7","0.2",",,,7","41.6",",7","55.5",",,,7","27.6",",,,7",,,,,,,,,,,,
"USC00020586","BAGDAD, AZ US","34.5975","-113.1745","1199.4","2013-03",,,"0","7","0",",7","0",",7","31",",7,26,+","0",",,7,31,+","0.0",",T,7,09,+","0.27",",,7,09,","83",",7,16,+",,,"2912","7",,,,,"0.37",",,,7","0.0",",T,,7","53.1",",7","69.3",",,,7","37.0",",,,7",,,,,,,,,,,,
"USC00020586","BAGDAD, AZ US","34.5975","-113.1745","1199.4","2013-04",,,"9","7","0",",7","0",",7","35",",7,19,+","0",",,7,30,+","0.0",",,7,30,+","0.07",",,7,09,","89",",7,30,",,,"3147","7",,,,,"0.07",",,,7","0.0",",,,7","57.5",",7","74.4",",,,7","40.6",",,,7",,,,,,,,,,,,
"USC00024702","KOFA MINE, AZ US","33.2742","-113.9653","541.0","2013-01",,,"11","7",,,,,"29",",7,14,",,,,,"1.05",",,7,26,","81",",7,23,",,,"636","7",,,,,"1.30",",,,7",,,"54.9",",7","63.8",",,,7","45.9",",,,7",,,,,,,,,,,,
"USC00024702","KOFA MINE, AZ US","33.2742","-113.9653","541.0","2013-02",,,"13","7",,,,,"35",",7,21,",,,,,"0.09",",,7,20,","78",",7,16,",,,"872","7",,,,,"0.13",",,,7",,,"56.6",",7","66.8",",,,7","46.5",",,,7",,,,,,,,,,,,
"USC00024702","KOFA MINE, AZ US","33.2742","-113.9653","541.0","2013-03",,,"196","7",,,,,"43",",7,09,",,,,,"0.12",",,7,08,","93",",7,15,+",,,"904","7",,,,,"0.12",",,,7",,,"69.9",",7","81.1",",,,7","58.7",",,,7",,,,,,,,,,,,
"USC00024702","KOFA MINE, AZ US","33.2742","-113.9653","541.0","2013-04",,,"457","7",,,,,"52",",7,09,",,,,,"0.00",",,7,30,+","101",",7,29,",,,"915","7",,,,,"0.00",",,,7",,,"73.3",",7","85.0",",,,7","61.6",",,,7",,,,,,,,,,,,
"USC00022527","DIAMOND M. RANCH, AZ US","35.2947","-113.3666","1674.0","2013-01",,,"0","7","4",",7","1",",7","-4",",7,13,","2",",,7,14,+","2.0",",,7,11,","0.58",",,7,26,","67",",7,23,",,,"2718","7",,,,,"1.06",",,,7","2.0",",,,7","33.7",",7","48.3",",,,7","19.3",",,,7",,,,,,,,,,,,
"USC00022527","DIAMOND M. RANCH, AZ US","35.2947","-113.3666","1674.0","2013-02",,,"0","7","7",",7","2",",7","4",",7,11,","8",",,7,09,","8.0",",,7,09,","0.73",",,7,09,","65",",7,06,",,,"3545","7",,,,,"1.02",",,,7","10.3",",,,7","35.5",",7","50.8",",,,7","20.1",",,,7",,,,,,,,,,,,
"USC00022527","DIAMOND M. RANCH, AZ US","35.2947","-113.3666","1674.0","2013-03",,,"0","7","1",",7","1",",7","20",",7,24,","1",",,7,09,","1.0",",,7,09,","0.10",",,7,09,","82",",7,15,",,,"4101","7",,,,,"0.15",",,,7","1.0",",,,7","47.0",",7","65.2",",,,7","28.9",",,,7",,,,,,,,,,,,
"USC00022527","DIAMOND M. RANCH, AZ US","35.2947","-113.3666","1674.0","2013-04",,,"0","7","0",",7","0",",7","22",",7,18,","0",",T,7,09,","0.0",",T,7,09,","0.00",",T,7,09,","86",",7,30,",,,"4526","7",,,,,"0.00",",T,,7","0.0",",T,,7","50.8",",7","69.8",",,,7","31.9",",,,7",,,,,,,,,,,,
"USC00020100","ALAMO DAM, AZ US","34.22811","-113.57777","393.2","2013-01",,,"0","7",,,,,"21",",7,13,",,,,,"1.06",",,7,26,","80",",7,24,",,,"1010","7",,,,,"1.47",",,,7",,,"47.7",",7","62.3",",,,7","33.0",",,,7",,,,,,,,,,,,
"USC00020100","ALAMO DAM, AZ US","34.22811","-113.57777","393.2","2013-02",,,"0","7",,,,,"32",",7,26,+",,,,,"0.36",",,7,20,","81",",7,17,",,,"1367","7",,,,,"0.41",",,,7",,,"52.3",",7","67.1",",,,7","37.4",",,,7",,,,,,,,,,,,
"USC00020100","ALAMO DAM, AZ US","34.22811","-113.57777","393.2","2013-04",,,,,,,,,"40",",7,11,",,,,,"0.00",",,7,30,+","104",",7,30,",,,,,,,,,"0.00",",,,7",,,"70.9",",7","87.9",",,,7","53.9",",,,7",,,,,,,,,,,,
"USR0000APLE","PLEASANT VALLEY ARIZONA, AZ US","34.0933","-110.9333","1539.2","2013-01",,,"0","U",,,,,"7",",U,13,",,,,,,,"70",",U,22,",,,"2185","U",,,,,,,,,"37.6",",U","51.1",",,,U","24.1",",,,U",,,,,,,,,,,,
"USR0000APLE","PLEASANT VALLEY ARIZONA, AZ US","34.0933","-110.9333","1539.2","2013-02",,,"0","U",,,,,"8",",U,12,",,,,,,,"68",",U,16,",,,"2918","U",,,,,,,,,"38.8",",U","52.3",",,,U","25.4",",,,U",,,,,,,,,,,,
"USR0000APLE","PLEASANT VALLEY ARIZONA, AZ US","34.0933","-110.9333","1539.2","2013-03",,,"0","U",,,,,"24",",U,10,",,,,,,,"81",",U,14,",,,"3381","U",,,,,,,,,"50.0",",U","65.6",",,,U","34.5",",,,U",,,,,,,,,,,,
"USR0000APLE","PLEASANT VALLEY ARIZONA, AZ US","34.0933","-110.9333","1539.2","2013-04",,,"0","U",,,,,"29",",U,19,",,,,,,,"83",",U,29,",,,"3711","U",,,,,,,,,"54.0",",U","69.4",",,,U","38.7",",,,U",,,,,,,,,,,,
"USC00021314","CASA GRANDE NATIONAL MONUMENT, AZ US","32.9947","-111.5367","432.5","2013-01",,,"0","7",,,,,"14","1,7,15,",,,,,"0.75","1,,7,26,","81","1,7,24,",,,"927","7",,,,,"1.41","1,,,7",,,"48.8","1,7","64.3","1,,,7","33.3","1,,,7",,,,,,,,,,,,
"USC00021314","CASA GRANDE NATIONAL MONUMENT, AZ US","32.9947","-111.5367","432.5","2013-02",,,"0","7",,,,,"27",",7,25,+",,,,,"0.60",",,7,21,","78",",7,17,",,,"1308","7",,,,,"0.60",",,,7",,,"51.4",",7","66.9",",,,7","35.9",",,,7",,,,,,,,,,,,
"USC00021314","CASA GRANDE NATIONAL MONUMENT, AZ US","32.9947","-111.5367","432.5","2013-03",,,"45","7",,,,,"30","1,7,14,",,,,,"0.66","1,,7,09,","91","1,7,15,",,,"1424","7",,,,,"1.30","1,,,7",,,"62.6","1,7","80.3","1,,,7","45.0","1,,,7",,,,,,,,,,,,
"USC00021314","CASA GRANDE NATIONAL MONUMENT, AZ US","32.9947","-111.5367","432.5","2013-04",,,"177","7",,,,,"40","1,7,02,",,,,,"0.18",",,7,09,","101",",7,30,",,,"1459","7",,,,,"0.18",",,,7",,,"68.4","1,7","87.1",",,,7","49.7","1,,,7",,,,,,,,,,,,
"USR0000ACRO","CROWN KING ARIZONA, AZ US","34.2083","-112.3333","1798.3","2013-01",,,"0","U",,,,,"6",",U,14,",,,,,,,"66",",U,22,",,,"2321","U",,,,,,,,,"37.0",",U","47.8",",,,U","26.2",",,,U",,,,,,,,,,,,
"USR0000ACRO","CROWN KING ARIZONA, AZ US","34.2083","-112.3333","1798.3","2013-02",,,"0","U",,,,,"17","1,U,22,",,,,,,,"64","1,U,16,",,,"3010","U",,,,,,,,,"38.4","2,U","49.1","1,,,U","27.6","1,,,U",,,,,,,,,,,,
"USR0000ACRO","CROWN KING ARIZONA, AZ US","34.2083","-112.3333","1798.3","2013-03",,,"0","U",,,,,"26",",U,09,+",,,,,,,"75",",U,14,",,,"3466","U",,,,,,,,,"50.3",",U","61.8",",,,U","38.7",",,,U",,,,,,,,,,,,
"USR0000ACRO","CROWN KING ARIZONA, AZ US","34.2083","-112.3333","1798.3","2013-04",,,"5","U",,,,,"30",",U,18,",,,,,,,"82",",U,28,",,,"3797","U",,,,,,,,,"54.2",",U","66.0",",,,U","42.3",",,,U",,,,,,,,,,,,
"USW00093026","DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US","31.4583","-109.6061","1251.2","2013-01","6.5",",X","0","W",,,,,"7",",X,13,",,,,,"0.38",",,X,26,","73",",X,25,+",,,"1636","W",,,,,"0.66",",,,X",,,"41.4",",X","57.7",",,,X","25.0",",,,X","220",",X","190",",X",,,"32.0",",X","40",",X",,
"USW00093026","DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US","31.4583","-109.6061","1251.2","2013-02","7.6",",X","0","W",,,,,"14",",X,21,",,,,,"0.08",",,X,20,+","73",",X,17,+",,,"2240","W",,,,,"0.18",",,,X",,,"43.4",",X","61.5",",,,X","25.4",",,,X","170",",X","180","1,X",,,"42.9",",X","52","1,X",,
"USW00093026","DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US","31.4583","-109.6061","1251.2","2013-03","7.8",",X","2","W",,,,,"23",",X,01,",,,,,"0.02",",,X,08,","88",",X,15,",,,"2489","W",,,,,"0.02",",,,X",,,"57.0",",X","76.5",",,,X","37.6",",,,X","220",",X","210",",X",,,"38.9",",X","47",",X",,
"USW00093026","DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US","31.4583","-109.6061","1251.2","2013-04","9.6",",W","25","W",,,,,"31",",W,19,",,,,,"0.01",",,W,09,","91",",W,30,",,,"2609","W",,,,,"0.01",",,,W",,,"61.8",",W","80.7",",,,W","42.9",",,,W","230",",W","190",",W",,,"40.9",",W","54",",W",,
"USW00093027","ST JOHNS INDUSTRIAL AIR PARK, AZ US","34.51838","-109.38006","1745.6","2013-01","4.9",",W","0","W",,,,,"-2",",W,15,",,,,,"0.12",",,W,29,","61",",W,23,",,,"3013","W",,,,,"0.28",",,,W",,,"28.4",",W","43.3",",,,W","13.4",",,,W","300",",W","210",",W",,,"36.0",",W","48",",W",,
"USW00093027","ST JOHNS INDUSTRIAL AIR PARK, AZ US","34.51838","-109.38006","1745.6","2013-02","7.2",",W","0","W",,,,,"12",",W,28,+",,,,,"0.13",",,W,20,","62",",W,17,",,,"3882","W",,,,,"0.29",",,,W",,,"34.0",",W","48.5",",,,W","19.5",",,,W","190",",W","200",",W",,,"40.9",",W","53",",W",,
"USW00093027","ST JOHNS INDUSTRIAL AIR PARK, AZ US","34.51838","-109.38006","1745.6","2013-03","7.8",",W","0","W",,,,,"15",",W,24,",,,,,"0.33",",,W,08,","80",",W,15,",,,"4444","W",,,,,"0.33",",,,W",,,"46.9",",W","65.0",",,,W","28.8",",,,W","200",",W","250",",W",,,"40.0",",W","58",",W",,
"USW00093027","ST JOHNS INDUSTRIAL AIR PARK, AZ US","34.51838","-109.38006","1745.6","2013-04","10.5",",W","4","W",,,,,"24",",W,19,+",,,,,"0.29",",,W,09,","84",",W,29,",,,"4799","W",,,,,"0.56",",,,W",,,"53.3",",W","69.5",",,,W","37.1",",,,W","210",",W","220",",W",,,"42.9",",W","58",",W",,
"USC00029158","WALNUT CREEK, AZ US","34.9281","-112.8097","1551.4","2013-01",,,"0","7","0",",7","1",",7","-1",",7,13,","0",",,7,31,+","1.0",",,7,28,","1.42",",,7,26,","64",",7,22,",,,"2877","7",,,,,"2.10",",,,7","1.0",",,,7","33.2",",7","50.3",",,,7","16.1",",,,7",,,,,,,,,,,,
"USC00029158","WALNUT CREEK, AZ US","34.9281","-112.8097","1551.4","2013-02",,,"0","7","0","1,7","2",",7","12",",7,26,+","0","1,,7,28,+","5.0",",,7,09,","0.19",",,7,09,","65",",7,16,+",,,"3664","7",,,,,"0.38",",,,7","6.6",",,,7","36.9",",7","54.3",",,,7","19.5",",,,7",,,,,,,,,,,,
"USC00029158","WALNUT CREEK, AZ US","34.9281","-112.8097","1551.4","2013-03",,,"0","7","0",",7","0",",7","19",",7,01,","0",",,7,31,+","0.0",",,7,31,+","0.35",",,7,08,","80",",7,14,",,,"4171","7",,,,,"0.38",",,,7","0.0",",,,7","48.6",",7","70.1",",,,7","27.1",",,,7",,,,,,,,,,,,
"USC00029158","WALNUT CREEK, AZ US","34.9281","-112.8097","1551.4","2013-04",,,"0","7","0",",7","0",",7","20",",7,25,","0",",,7,30,+","0.0",",,7,30,+","0.00",",T,7,08,","90",",7,29,",,,"4552","7",,,,,"0.00",",T,,7","0.0",",,,7","52.3",",7","73.7",",,,7","30.9",",,,7",,,,,,,,,,,,
"USC00029156","WALNUT CANYON NATIONAL MONUMENT, AZ US","35.1721","-111.5097","2040.6","2013-01",,,"0","7","10",",7","1",",7","-2",",7,15,","3",",,7,29,","2.0",",,7,28,","0.99",",,7,26,","54",",7,26,+",,,"3359","7",,,,,"1.78",",,,7","2.5",",,,7","26.3",",7","39.1",",,,7","13.5",",,,7",,,,,,,,,,,,
"USC00029156","WALNUT CANYON NATIONAL MONUMENT, AZ US","35.1721","-111.5097","2040.6","2013-02",,,"0","7","6","1,7","3","1,7","-1","1,7,12,","3","1,,7,09,","2.5","1,,7,09,","0.11","2,,7,09,","57","1,7,17,+",,,"4274","7",,,,,"0.38",",a,,7","6.7","1,,,7","31.1","1,7","44.2","1,,,7","17.9","1,,,7",,,,,,,,,,,,
"USC00029156","WALNUT CANYON NATIONAL MONUMENT, AZ US","35.1721","-111.5097","2040.6","2013-03",,,"0","7","4",",7","3",",7","14",",7,01,","5",",,7,09,","5.0",",,7,09,","0.53",",,7,09,","71",",7,15,",,,"4936","7",,,,,"0.71",",,,7","7.0",",,,7","43.7",",7","58.5",",,,7","28.8",",,,7",,,,,,,,,,,,
"USC00029156","WALNUT CANYON NATIONAL MONUMENT, AZ US","35.1721","-111.5097","2040.6","2013-04",,,"0","7","0",",7","1",",7","17",",7,19,","0",",,7,30,+","1.0",",,7,09,","0.18",",,7,09,","79",",7,30,+",,,"5448","7",,,,,"0.18",",,,7","1.0",",,,7","47.9",",7","62.8",",,,7","33.1",",,,7",,,,,,,,,,,,
"USC00029166","WALNUT GROVE, AZ US","34.2974","-112.5587","1147.3","2013-01",,,,,,,,,,,,,,,"1.18",",,7,26,",,,,,,,,,,,"1.61",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00029166","WALNUT GROVE, AZ US","34.2974","-112.5587","1147.3","2013-02",,,,,"0",",7","2",",7",,,"0",",,7,28,+","2.0",",,7,09,","0.18",",,7,09,",,,,,,,,,,,"0.35",",,,7","3.0",",,,7",,,,,,,,,,,,,,,,,,
"USC00029166","WALNUT GROVE, AZ US","34.2974","-112.5587","1147.3","2013-03",,,,,"0",",7","1",",7",,,"0",",,7,31,+","1.0",",,7,08,","0.40",",,7,08,",,,,,,,,,,,"0.60",",,,7","1.0",",,,7",,,,,,,,,,,,,,,,,,
"USC00029166","WALNUT GROVE, AZ US","34.2974","-112.5587","1147.3","2013-04",,,,,"0",",7","0",",7",,,"0",",,7,30,+","0.0",",,7,30,+","0.11",",,7,08,",,,,,,,,,,,"0.11",",,,7","0.0",",,,7",,,,,,,,,,,,,,,,,,
"USC00029287","WICKENBURG, AZ US","33.9792","-112.7403","638.6","2013-01",,,"0","7","0",",7","0",",7","15",",7,13,","0",",,7,31,+","0.0",",,7,31,+","1.35",",,7,26,","76","1,7,23,",,,"1262","7",,,,,"1.76",",,,7","0.0",",,,7","46.5","1,7","62.0","1,,,7","31.0",",,,7",,,,,,,,,,,,
"USC00029287","WICKENBURG, AZ US","33.9792","-112.7403","638.6","2013-02",,,"0","7","0",",7","0",",7","25",",7,12,","0",",,7,28,+","0.0",",,7,28,+","0.35",",,7,20,","74","3,7,16,",,,"1671","7",,,,,"0.41",",,,7","0.0",",,,7","49.0","3,7","64.6","3,,,7","33.3",",,,7",,,,,,,,,,,,
"USC00029287","WICKENBURG, AZ US","33.9792","-112.7403","638.6","2013-03",,,"17","7","0",",7","0",",7","34",",7,10,","0",",,7,31,+","0.0",",,7,31,+","0.40",",,7,09,","88","2,7,14,",,,"1806","7",,,,,"0.50",",,,7","0.0",",,,7","60.9","2,7","78.9","2,,,7","42.9",",,,7",,,,,,,,,,,,
"USC00029287","WICKENBURG, AZ US","33.9792","-112.7403","638.6","2013-04",,,"90","7","0",",7","0",",7","39",",7,19,+","0",",,7,30,+","0.0",",,7,30,+","0.00",",,7,30,+","100","5,7,29,",,,"1842","7",,,,,"0.00",",,,7","0.0",",,,7","66.6","5,7","85.5","5,,,7","47.6",",,,7",,,,,,,,,,,,
"USC00024829","LAVEEN 3 SSE, AZ US","33.3371","-112.147","345.9","2013-01",,,"0","7",,,,,"24",",7,13,",,,,,"1.05",",,7,26,","79",",7,23,",,,"817","7",,,,,"1.34",",,,7",,,"51.5",",7","63.3",",,,7","39.7",",,,7",,,,,,,,,,,,
"USC00024829","LAVEEN 3 SSE, AZ US","33.3371","-112.147","345.9","2013-02",,,"0","7",,,,,"33","1,7,12,",,,,,"0.30",",,7,20,","77","1,7,16,",,,"1084","7",,,,,"0.30",",,,7",,,"55.1","1,7","67.3","1,,,7","42.9","1,,,7",,,,,,,,,,,,
"USC00024829","LAVEEN 3 SSE, AZ US","33.3371","-112.147","345.9","2013-03",,,"111","7",,,,,"40",",7,09,",,,,,"0.50",",,7,08,","92",",7,14,",,,"1137","7",,,,,"0.65",",,,7",,,"66.9",",7","82.3",",,,7","51.5",",,,7",,,,,,,,,,,,
"USC00024829","LAVEEN 3 SSE, AZ US","33.3371","-112.147","345.9","2013-04",,,"368","7",,,,,"48",",7,10,",,,,,"0.06",",,7,09,","102",",7,29,",,,"1146","7",,,,,"0.06",",,,7",,,"73.3",",7","88.1",",,,7","58.4",",,,7",,,,,,,,,,,,
"USR0000AGUT","GUTHRIE ARIZONA, AZ US","32.8819","-109.3092","1097.3","2013-01",,,"0","U",,,,,"11",",U,15,",,,,,,,"62",",U,22,",,,"1982","U",,,,,,,,,"38.1",",U","45.1",",,,U","31.1",",,,U",,,,,,,,,,,,
"USR0000AGUT","GUTHRIE ARIZONA, AZ US","32.8819","-109.3092","1097.3","2013-02",,,"0","U",,,,,"20",",U,21,",,,,,,,"58",",U,17,",,,"2675","U",,,,,,,,,"40.2",",U","48.3",",,,U","32.2",",,,U",,,,,,,,,,,,
"USR0000AGUT","GUTHRIE ARIZONA, AZ US","32.8819","-109.3092","1097.3","2013-03",,,"2","U",,,,,"26",",U,09,",,,,,,,"76",",U,15,",,,"3005","U",,,,,,,,,"54.4",",U","63.0",",,,U","45.8",",,,U",,,,,,,,,,,,
"USR0000AGUT","GUTHRIE ARIZONA, AZ US","32.8819","-109.3092","1097.3","2013-04",,,"20","U",,,,,"31",",U,09,",,,,,,,"80",",U,29,",,,"3227","U",,,,,,,,,"58.2",",U","67.6",",,,U","48.7",",,,U",,,,,,,,,,,,
"US1AZPM0047","FLOWING WELLS 6.4 NNW, AZ US","32.382661","-111.037893","756.2","2013-01",,,,,,,,,,,,,,,"0.54","2,,N,27,",,,,,,,,,,,"1.09","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0047","FLOWING WELLS 6.4 NNW, AZ US","32.382661","-111.037893","756.2","2013-02",,,,,,,"1","2,N",,,,,"1.2","2,,N,21,","0.63",",,N,21,",,,,,,,,,,,"0.90",",,,N","1.2","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0047","FLOWING WELLS 6.4 NNW, AZ US","32.382661","-111.037893","756.2","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.18",",,N,09,",,,,,,,,,,,"0.19",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0047","FLOWING WELLS 6.4 NNW, AZ US","32.382661","-111.037893","756.2","2013-04",,,,,,,"0","3,N",,,,,"0.0","3,,N,30,+","0.20","2,,N,09,",,,,,,,,,,,"0.20","2,,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0049","FLOWING WELLS 3.9 W, AZ US","32.302094","-111.075168","708.1","2013-01",,,,,,,,,,,,,,,"0.37",",,N,26,",,,,,,,,,,,"0.80",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0049","FLOWING WELLS 3.9 W, AZ US","32.302094","-111.075168","708.1","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.69",",,N,21,",,,,,,,,,,,"0.95",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0049","FLOWING WELLS 3.9 W, AZ US","32.302094","-111.075168","708.1","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.11",",,N,09,",,,,,,,,,,,"0.17",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0049","FLOWING WELLS 3.9 W, AZ US","32.302094","-111.075168","708.1","2013-04",,,,,,,"0","2,N",,,,,"0.0","2,,N,30,+","0.27","1,,N,09,",,,,,,,,,,,"0.27","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"USC00020672","BEAVER DAM, AZ US","36.9139","-113.9423","588.6","2013-01",,,"0","7",,,,,"12","3,7,14,",,,,,"0.20","3,,7,27,","69","3,7,28,+",,,"1324","7",,,,,"0.41","3,,,7",,,"44.1","3,7","57.5","3,,,7","30.6","3,,,7",,,,,,,,,,,,
"USC00020672","BEAVER DAM, AZ US","36.9139","-113.9423","588.6","2013-02",,,"0","7",,,,,"24","4,7,12,",,,,,"0.29","4,,7,20,","73","4,7,06,",,,"1719","7",,,,,"0.44","4,,,7",,,"48.6","4,7","63.2","4,,,7","33.9","4,,,7",,,,,,,,,,,,
"USC00020672","BEAVER DAM, AZ US","36.9139","-113.9423","588.6","2013-03",,,"34","7",,,,,"32",",7,24,",,,,,"0.41",",,7,09,","89",",7,31,+",,,"1862","7",,,,,"0.45",",,,7",,,"61.5",",7","77.8",",,,7","45.1",",,,7",,,,,,,,,,,,
"US1AZPM0164","TUCSON 3.1 ENE, AZ US","32.24442","-110.875853","760.2","2013-01",,,,,,,,,,,,,,,"0.35","1,,N,27,",,,,,,,,,,,"1.13","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0164","TUCSON 3.1 ENE, AZ US","32.24442","-110.875853","760.2","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.47",",,N,21,",,,,,,,,,,,"0.74",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0164","TUCSON 3.1 ENE, AZ US","32.24442","-110.875853","760.2","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.12",",,N,09,",,,,,,,,,,,"0.12",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"USC00020678","BELLEMONT WEATHER FORECAST OFFICE, AZ US","35.2302","-111.8221","2179.9","2013-01",,,"0","7","31",",7","2",",7","-24",",7,13,","13",",,7,11,+","7.9",",,7,28,","1.45",",,7,26,","55",",7,22,",,,"4394","7",,,,,"2.87",",,,7","11.0",",,,7","20.3",",7","39.2",",,,7","1.5",",,,7",,,,,,,,,,,,
"USC00020678","BELLEMONT WEATHER FORECAST OFFICE, AZ US","35.2302","-111.8221","2179.9","2013-02",,,"0","7","20",",7","4",",7","-13",",7,11,","8",",,7,10,","5.0",",,7,09,","0.29",",,7,09,","54",",7,05,",,,"5526","7",,,,,"0.76",",,,7","14.2",",,,7","24.6",",7","40.4",",,,7","8.7",",,,7",,,,,,,,,,,,
"USC00020678","BELLEMONT WEATHER FORECAST OFFICE, AZ US","35.2302","-111.8221","2179.9","2013-03",,,"0","7","6",",7","2",",7","5",",7,11,","8",",,7,09,+","10.0",",,7,08,","0.68",",,7,08,","67",",7,14,",,,"6378","7",,,,,"0.87",",,,7","12.0",",,,7","37.5",",7","55.1",",,,7","19.9",",,,7",,,,,,,,,,,,
"USC00020678","BELLEMONT WEATHER FORECAST OFFICE, AZ US","35.2302","-111.8221","2179.9","2013-04",,,"0","7","0",",7","1",",7","10",",7,19,","0",",,7,30,+","1.0",",,7,09,","0.13",",,7,08,","78",",7,29,",,,"7072","7",,,,,"0.18",",,,7","1.3",",,,7","41.9",",7","61.0",",,,7","22.7",",,,7",,,,,,,,,,,,
"US1AZPM0044","TUCSON 8.0 E, AZ US","32.229471","-110.783268","808.9","2013-01",,,,,,,,,,,,,,,"0.51","1,,N,27,",,,,,,,,,,,"0.96","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0044","TUCSON 8.0 E, AZ US","32.229471","-110.783268","808.9","2013-02",,,,,,,"0","5,N",,,,,"0.0","5,,N,28,+","0.25","1,,N,21,",,,,,,,,,,,"0.44","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0044","TUCSON 8.0 E, AZ US","32.229471","-110.783268","808.9","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.02","1,,N,09,",,,,,,,,,,,"0.02","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0044","TUCSON 8.0 E, AZ US","32.229471","-110.783268","808.9","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.12","1,,N,09,",,,,,,,,,,,"0.12","1,,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0046","FLOWING WELLS 2.1 NW, AZ US","32.318","-111.031","682.1","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.46",",,N,26,",,,,,,,,,,,"0.95",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0046","FLOWING WELLS 2.1 NW, AZ US","32.318","-111.031","682.1","2013-02",,,,,,,"0","3,N",,,,,"0.0","3,,N,28,+","0.64",",,N,21,",,,,,,,,,,,"0.84",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0046","FLOWING WELLS 2.1 NW, AZ US","32.318","-111.031","682.1","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.13",",,N,09,",,,,,,,,,,,"0.14",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
