"STATION","NAME","DATE","CDSD","DSNW","EMNT","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-01",,"0",,"0.0","0.29",,,"0.70","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-02",,"0",,"0.0","0.43",,,"0.91","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-03",,,,,"0.55",,,"0.99",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-04",,"0",,"0.0","0.09",,,"0.09","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-06",,"0",,"0.0","0.09",,,"0.09","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-07",,,,,"0.24",,,"0.74",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-08",,,,,"0.25",,,"0.30",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-09",,"0",,"0.0","0.82",,,"0.82","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-11",,"0",,"0.0","0.13",,,"0.20","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2020-12",,"0",,"0.0","0.29",,,"0.38","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-01",,"1",,"1.0","0.49",,,"1.41","1.1",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-03",,"0",,"0.0","0.13",,,"0.18","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-04",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-06",,"0",,"0.0","0.26",,,"0.26","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-07",,,,,"3.34",,,"9.83",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-09",,,,,"0.55",,,"1.69",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-10",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2021-12",,,,,"0.20",,,"0.81",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-01",,"0",,"0.0","0.73",,,"0.89","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-02",,"0",,"0.0","0.22",,,"0.39","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-03",,"0",,"0.0","0.36",,,"0.51","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-06",,,,,"0.18",,,"0.35",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-07",,,,,"0.91",,,"2.72",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-08",,,,,"0.78",,,"2.99",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-09",,,,,"3.21",,,"5.98",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-10",,,,,"0.35",,,"0.79",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2022-12",,"0",,"0.0","0.53",,,"1.44","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-01",,"0",,"0.0","0.65",,,"1.19","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-02",,,,,"0.18",,,"0.74",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-03",,"1",,"1.5","0.50",,,"0.67","1.5",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-05",,"0",,"0.0","0.10",,,"0.10","0.0",,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2018-09",,"0",,"0.0","3.90",,,"4.25","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2018-10",,,,,"1.25",,,"3.12",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2018-12",,,,,"0.55",,,"1.32",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-01",,,,,"0.50",,,"1.49",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-02",,,,,"0.95",,,"2.67",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-03",,"0",,"0.0","0.41",,,"0.79","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-04",,"0",,"0.0","0.01",,,"0.02","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-05",,"0",,"0.0","0.26",,,"0.38","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-07",,,,,"0.48",,,"0.78",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-09",,,,,"1.25",,,"2.13",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-11",,,,,"1.04",,,"2.61",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2019-12",,,,,"0.75",,,"1.33",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-01",,"0",,"0.0","0.45",,,"0.78","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-02",,"0",,"0.0","0.50",,,"1.07","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-03",,,,,"0.51",,,"0.81",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-04",,"0",,"0.0","0.10",,,"0.10","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-05",,"0",,"0.0","0.50",,,"0.50","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-06",,"0",,"0.0","0.25",,,"0.25","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-07",,,,,"0.21",,,"0.46",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-08",,"0",,"0.0","0.05",,,"0.17","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2020-09",,"0",,"0.0","0.19",,,"0.19","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-04",,,,,"0.37",,,"0.37",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-07",,,,,"3.00",,,"8.04",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-08",,,,,"2.23",,,"4.46",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-09",,,,,"1.40",,,"1.96",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-10",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2021-12",,,,,"0.27",,,"0.90",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-01",,,,,"0.50",,,"0.56",,,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-02",,"0",,"0.0","0.28",,,"0.48","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-03",,"0",,"0.0","0.48",,,"0.59","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0346","GREEN VALLEY 3.7 NE, AZ US","2022-06",,,,,"0.37",,,"0.88",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-06",,"0",,"0.0","0.09",,,"0.09","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-07",,,,,"1.78",,,"8.04",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-08",,,,,,,,"3.94",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-09",,,,,"0.65",,,"1.54",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-10",,"0",,"0.0","0.13",,,"0.13","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2021-12",,,,,"0.27",,,"0.77",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-01",,"0",,"0.0","0.59",,,"0.65","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-02",,"0",,"0.0","0.16",,,"0.18","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-03",,"0",,"0.0","0.16",,,"0.26","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-06",,,,,"0.22",,,"0.52",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-07",,,,,"1.47",,,"5.22",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-08",,,,,"0.88",,,"4.13",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-09",,,,,"1.02",,,"3.16",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-10",,,,,"0.44",,,"0.97",,,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2022-12",,"0",,"0.0","0.33",,,"1.11","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-02",,"0",,"0.0","0.27",,,"0.68","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-03",,"1",,"1.0","0.04",,,"0.05","1.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-05",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0401","GREEN VALLEY 4.2 SW, AZ US","2023-07",,,,,"0.33",,,"1.37",,,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-01",,"0",,"0.0","0.35",,,"0.41","0.0",,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-02",,"0",,"0.0","0.23",,,"0.40","0.0",,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-03",,"0",,"0.0","0.32",,,"0.42","0.0",,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-09",,,,,"1.63",,,"5.26",,,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-10",,,,,"0.43",,,"0.77",,,,
"US1AZPM0445","SAHUARITA 5.6 S, AZ US","2022-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-07",,,,,"2.67",,,"5.64",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-08",,,,,"1.35",,,"2.85",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-09",,,,,"0.19",,,"0.59",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-11",,"0",,"0.0","2.08",,,"2.73","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2013-12",,"0",,"0.0","0.28",,,"0.84","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2014-02",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2014-03",,"0",,"0.0","1.68",,,"1.68","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2014-08",,,,,"0.79",,,"1.85",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2014-09",,,,,"0.45",,,"1.57",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2017-08",,,,,"1.21",,,"2.36",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2017-09",,"0",,"0.0","0.16",,,"0.46","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2017-11",,"0",,"0.0","0.14",,,"0.14","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2017-12",,"0",,"0.0","0.38",,,"0.55","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-01",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-02",,,,,"1.13",,,"2.56",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-03",,"0",,"0.0","0.18",,,"0.19","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-06",,"0",,"0.0","1.09",,,"1.83","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-07",,,,,"0.53",,,"1.88",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-08",,,,,"1.06",,,"3.54",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-09",,"0",,"0.0","3.25",,,"4.28","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-10",,,,,"0.65",,,"3.31",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-11",,"0",,"0.0","0.17",,,"0.17","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2018-12",,"0",,"0.0","0.35",,,"0.97","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-01",,"1",,"3.0","0.41",,,"1.02","3.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-02",,,,,"1.03",,,"1.84",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-03",,"0",,"0.0","0.56",,,"1.12","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05",,"0",,"0.0","0.08",,,"0.09","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07",,,,,"0.39",,,"0.96",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08",,,,,"1.08",,,"3.23",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09",,,,,"1.32",,,"3.34",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-11",,,,,"0.65",,,"2.14",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-12",,,,,"0.46",,,"1.66",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-01",,"0",,"0.0","0.32",,,"0.76","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-02",,"0",,"0.0","0.48",,,"0.82","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-03",,,,,"0.45",,,"0.84",,,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-05",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-06",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2020-07",,,,,"0.30",,,"0.71",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2018-09",,"0",,"0.0","3.30",,,"3.73","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2018-10",,,,,"1.00",,,"3.03",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2018-11",,"0",,"0.0","0.11",,,"0.11","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2018-12",,"0",,"0.0","0.39",,,"1.12","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-01",,"2",,"1.7","0.46",,,"1.27","3.2",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-02",,"1",,"1.2","1.44",,,"2.49","1.8",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-03",,"0",,"0.0","0.44",,,"0.82","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05",,"0",,"0.0","0.40",,,"0.41","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06",,"0",,"0.0","0.19",,,"0.19","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07",,,,,"0.46",,,"0.86",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08",,,,,"1.02",,,"2.33",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-09",,,,,"0.66",,,"2.04",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-11",,,,,"0.89",,,"2.52",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-12",,,,,"0.47",,,"1.66",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-01",,"0",,"0.0","0.29",,,"0.71","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-02",,"0",,"0.0","0.49",,,"0.86","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-03",,,,,"0.53",,,"0.87",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-06",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-07",,,,,"0.24",,,"0.52",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-08",,"0",,"0.0","0.50",,,"0.56","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-09",,"0",,"0.0","0.65",,,"0.66","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-11",,"0",,"0.0","0.09",,,"0.17","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2020-12",,"0",,"0.0","0.29",,,"0.36","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-01",,,,,"0.47",,,"1.34",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-03",,"0",,"0.0","0.15",,,"0.17","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-04",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-06",,"0",,"0.0","0.25",,,"0.26","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-07",,,,,"3.50",,,"9.02",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-08",,,,,"3.50",,,"4.89",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-09",,,,,"0.43",,,"1.51",,,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-10",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2021-12",,,,,"0.19",,,"0.71",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-07",,,,,"1.15",,,"3.98",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-08",,,,,"1.88",,,"4.18",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-09",,,,,"0.74",,,"1.35",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-11",,"0",,"0.0","1.74",,,"2.37","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2013-12",,"0",,"0.0","0.23",,,"0.70","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-02",,"0",,"0.0","0.05",,,"0.07","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-03",,"0",,"0.0","1.40",,,"1.40","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-04",,"0",,"0.0","0.08",,,"0.14","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-05",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-08",,,,,"0.53",,,"1.85",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-09",,,,,"0.93",,,"2.56",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-10",,"0",,"0.0","0.73",,,"1.23","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2014-12",,,,,"0.38",,,"1.17",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-01",,,,,"0.97",,,"1.95",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-02",,"0",,"0.0","0.65",,,"0.79","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-03",,"0",,"0.0","0.17",,,"0.40","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-04",,"0",,"0.0","0.59",,,"0.70","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-05",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-06",,,,,"0.51",,,"1.25",,,,
"US1AZPM0123","AMADO 1.65 N, AZ US","2015-07",,,,,"1.73",,,"4.07",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2020-12",,,,,"0.35",,,"0.41",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-01",,,,,"0.46",,,"1.63",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-03",,,,,"0.16",,,"0.23",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-04",,"0",,"0.0","0.18",,,"0.18","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-06",,"0",,"0.0","0.05",,,"0.08","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-07",,,,,"1.92",,,"8.28",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-08",,,,,"3.01",,,"5.76",,,,
